Catalog Number,Calendar Date,Eclipse Time,Delta T (s),Lunation Number,Saros Number,Eclipse Type,Gamma,Eclipse Magnitude,Latitude,Longitude,Sun Altitude,Sun Azimuth,Path Width (km),Central Duration,Datetime,ISO Date,location,moon_theta,moon_phi,sun_theta,sun_phi
9588,2036 July 23,10:32:06,82,452,117,P,-1.425,0.1991,68.9S,3.6E,0,19,,,2036-07-23 10:32:06,2036-07-23T10:32:06.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",121.045,-1.8624,120.65,-0.00488876
9589,2036 August 21,17:25:45,82,453,155,P,1.0825,0.8622,71.1N,47.0E,0,309,,,2036-08-21 17:25:45,2036-08-21T17:25:45.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",148.187,0.183071,148.719,-0.00427058
9590,2037 January 16,09:48:55,82,458,122,P,1.1477,0.7049,68.5N,20.8E,0,166,,,2037-01-16 09:48:55,2037-01-16T09:48:55.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",296.298,0.201081,296.084,0.00196204
9591,2037 July 13,02:40:36,83,464,127,T,-0.7246,1.0413,24.8S,139.1E,43,3,201,03m58s,2037-07-13 02:40:36,2037-07-13T02:40:36.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",111.287,-1.42791,110.549,-0.0061249
9592,2038 January 5,13:47:11,83,470,132,A,0.4169,0.9728,2.1N,25.4W,65,179,107,03m18s,2038-01-05 13:47:11,2038-01-05T13:47:11.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",284.326,-0.374109,284.78,0.0026019
9593,2038 July 2,13:32:55,84,476,137,A,0.0398,0.9911,25.4N,21.9W,88,179,31,01m00s,2038-07-02 13:32:55,2038-07-02T13:32:55.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",99.9107,-0.386186,100.25,-0.00587718
9594,2038 December 26,01:00:10,84,482,142,T,-0.2881,1.0268,40.3S,164.0E,73,5,95,02m18s,2038-12-26 01:00:10,2038-12-26T01:00:10.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",274.07,-0.672503,273.786,0.00398371
9595,2039 June 21,17:12:54,84,488,147,A,0.8312,0.9454,78.9N,102.1W,33,153,365,04m05s,2039-06-21 17:12:54,2039-06-21T17:12:54.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",88.9464,0.165193,89.6569,-0.00654606
9596,2039 December 15,16:23:46,85,494,152,T,-0.9458,1.0356,80.9S,172.8E,18,123,380,01m51s,2039-12-15 16:23:46,2039-12-15T16:23:46.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",262.219,-1.69839,262.981,0.0033443
9597,2040 May 11,03:43:02,85,499,119,P,-1.2529,0.5306,62.8S,174.4E,0,313,,,2040-05-11 03:43:02,2040-05-11T03:43:02.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",51.0401,-1.97678,50.5091,-0.00657068
9598,2040 November 4,19:09:02,85,505,124,P,1.0993,0.8074,62.2N,53.4W,0,234,,,2040-11-04 19:09:02,2040-11-04T19:09:02.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",222.139,0.35851,222.408,0.00215056
9599,2041 April 30,11:52:21,86,511,129,T,-0.4492,1.0189,9.6S,12.2E,63,337,72,01m51s,2041-04-30 11:52:21,2041-04-30T11:52:21.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",39.7118,-0.867545,39.932,-0.00499048
9600,2041 October 25,01:36:22,86,517,134,A,0.4133,0.9467,9.9N,162.9E,66,206,213,06m07s,2041-10-25 01:36:22,2041-10-25T01:36:22.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",212.044,0.0351095,211.433,0.00227002
9601,2042 April 20,02:17:30,86,523,139,T,0.2956,1.0614,27.0N,137.3E,73,151,210,04m51s,2042-04-20 02:17:30,2042-04-20T02:17:30.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",29.7465,-0.628959,29.5558,-0.00544358
9602,2042 October 14,02:00:42,87,529,144,A,-0.303,0.93,23.7S,137.8E,72,30,273,07m44s,2042-10-14 02:00:42,2042-10-14T02:00:42.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",200.872,-0.607702,200.266,0.00157379
9603,2043 April 9,18:57:49,87,535,149,T+,1.0031,1.0095,61.3N,152.0E,0,74,-,-,2043-04-09 18:57:49,2043-04-09T18:57:49.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",18.2442,0.567296,19.2139,-0.00333242
9604,2043 October 3,03:01:49,88,541,154,A-,-1.0102,0.9497,61.0S,35.3E,0,98,-,-,2043-10-03 03:01:49,2043-10-03T03:01:49.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",189.873,-1.26244,189.195,0.000305531
9605,2044 February 28,20:24:40,88,546,121,As,-0.9954,0.96,62.2S,25.6W,4,260,-,02m27s,2044-02-28 20:24:40,2044-02-28T20:24:40.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",338.712,-1.28582,339.271,0.000564733
9606,2044 August 23,01:17:02,88,552,126,T,0.9613,1.0364,64.3N,120.4W,15,264,453,02m04s,2044-08-23 01:17:02,2044-08-23T01:17:02.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",150.666,0.322099,149.949,-0.00407305
9607,2045 February 16,23:56:07,89,558,131,A,-0.3125,0.9285,28.3S,166.2W,72,331,281,07m47s,2045-02-16 23:56:07,2045-02-16T23:56:07.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",328.027,-0.751239,328.082,0.00147202
9608,2045 August 12,17:42:39,89,564,136,T,0.2116,1.0774,25.9N,78.5W,78,206,256,06m06s,2045-08-12 17:42:39,2045-08-12T17:42:39.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",139.348,-0.694501,139.779,-0.00549501
9609,2046 February 5,23:06:26,90,570,141,A,0.3765,0.9232,4.8N,171.4W,68,157,310,09m42s,2046-02-05 23:06:26,2046-02-05T23:06:26.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",316.444,-0.0522122,316.655,0.00260488
9610,2046 August 2,10:21:13,90,576,146,T,-0.535,1.0531,12.7S,15.2E,58,21,206,04m51s,2046-08-02 10:21:13,2046-08-02T10:21:13.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",129.925,-0.941572,129.665,-0.00523504
9611,2047 January 26,01:33:18,90,582,151,P,1.045,0.8907,62.9N,111.7E,0,135,,,2047-01-26 01:33:18,2047-01-26T01:33:18.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",305.475,0.463485,305.33,0.00326933
9612,2047 June 23,10:52:31,91,587,118,P,1.3766,0.3129,65.8N,178.0W,0,346,,,2047-06-23 10:52:31,2047-06-23T10:52:31.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",91.4777,0.941782,91.2703,-0.0069399
9613,2047 July 22,22:36:17,91,588,156,P,-1.3477,0.3604,63.4S,160.2E,0,40,,,2047-07-22 22:36:17,2047-07-22T22:36:17.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",119.337,-2.12235,119.394,-0.00693779
9614,2047 December 16,23:50:12,91,593,123,P,-1.0661,0.8816,66.4S,6.6W,0,188,,,2047-12-16 23:50:12,2047-12-16T23:50:12.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",264.515,-1.40678,264.261,0.0053958
9615,2048 June 11,12:58:53,92,599,128,A,0.6468,0.9441,63.7N,11.5W,49,184,272,04m58s,2048-06-11 12:58:53,2048-06-11T12:58:53.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",80.3563,0.241844,80.6005,-0.00716973
9616,2048 December 5,15:35:27,92,605,133,T,-0.3973,1.044,46.1S,56.4W,66,1,160,03m28s,2048-12-05 15:35:27,2048-12-05T15:35:27.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",252.956,-1.23185,253.484,0.00410341
9617,2049 May 31,13:59:59,92,611,138,A,-0.1187,0.9631,15.3N,29.9W,83,358,134,04m45s,2049-05-31 13:59:59,2049-05-31T13:59:59.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",69.3657,-0.464205,69.8649,-0.00720224
9618,2049 November 25,05:33:48,93,617,143,H,0.2943,1.0057,3.8S,95.2E,73,185,21,00m38s,2049-11-25 05:33:48,2049-11-25T05:33:48.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",243.465,-0.237014,242.677,0.00483325
9619,2050 May 20,20:42:50,94,623,148,H,-0.8688,1.0038,40.1S,123.7W,29,352,27,00m21s,2050-05-20 20:42:50,2050-05-20T20:42:50.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",58.6778,-1.54391,59.322,-0.00774589
9620,2050 November 14,13:30:53,95,629,153,P,1.0447,0.8874,69.5N,1.0E,0,206,,,2050-11-14 13:30:53,2050-11-14T13:30:53.000,"(4461340.48313723, 919588.07009129, 4449530.22143979) m",231.367,0.112373,231.651,0.00356873
